ID	ACTIVATIONDATE	DEACTIVATIONDATE	NAME	STATIONNUMBER	VISTANAME	AGENCY_ID	STREETCOUNTRY_ID	STREETADDRESSLINE1	STREETADDRESSLINE2	STREETADDRESSLINE3	STREETCITY	STREETSTATE_ID	STREETCOUNTY_ID	STREETPOSTALCODE	MAILINGCOUNTRY_ID	MAILINGADDRESSLINE1	MAILINGADDRESSLINE2	MAILINGADDRESSLINE3	MAILINGCITY	MAILINGSTATE_ID	MAILINGCOUNTY_ID	MAILINGPOSTALCODE	FACILITYTYPE_ID	MFN_ZEG_RECIPIENT	PARENT_ID	REALIGNEDFROM_ID	REALIGNEDTO_ID	VISN_ID	VERSION	CREATED	UPDATED	CREATEDBY	UPDATEDBY	CODE	POSTALNAME
"1,000,171"			EDWARD J. HINES JR. HOSPITAL	578	"HINES, IL VAMC"	"1,009,121"	"1,006,840"	5000 S 5TH AVENUE			HINES	"1,009,317"		60141-3030									"1,009,231"	1	"1,002,212"			"1,002,212"	0	6/4/2004 1:18:48.000000 PM	5/10/2012 5:08:50.476813 PM	Initial Load	DataBroker - CQ# 0777 04/17/2012	VAMC	IL
"1,000,173"			MICHAEL E. DEBAKEY VA MEDICAL CENTER	580	HOUSTON VAMC	"1,009,121"	"1,006,840"	2002 HOLCOMBE BOULEVARD			HOUSTON	"1,009,348"		77030-4211	"1,006,840"	2002 HOLCOMBE BOULEVARD			HOUSTON	"1,009,348"		77030-4211	"1,009,231"	1	"1,002,216"			"1,002,216"	0	6/4/2004 1:18:48.000000 PM	5/10/2012 5:08:50.480141 PM	Initial Load	DataBroker - CQ# 0777 04/17/2012	VAMC	TX
"1,000,174"			HUNTINGTON VAMC	581	HUNTINGTON VAMC	"1,009,121"	"1,006,840"	1540 Spring Valley Drive			Huntington	"1,009,354"		25704-9300	"1,006,840"	1540 SPRING VALLEY DRIVE			HUNTINGTON	"1,009,354"		25704-9300	"1,009,231"	1	"1,002,205"			"1,002,205"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:16.090225 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	VAMC	WV
"1,000,175"			RICHARD L. ROUDEBUSH VAMC	583	RICHARD L. ROUDEBUSH VAMC	"1,009,121"	"1,006,840"	1481 West 10th Street			INDIANAPOLIS	"1,009,318"		46202-2803									"1,009,231"	1	"1,002,210"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:16.098038 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	VAMC	IN
"1,000,177"			IRON MOUNTAIN VA MEDICAL CENTER	585	IRON MOUNTAIN VAMC	"1,009,121"	"1,006,840"	325 EAST H STREET			IRON MOUNTAIN	"1,009,326"		49801-4760	"1,006,840"	325 EAST H STREET			IRON MOUNTAIN	"1,009,326"		49801-4760	"1,009,231"	1	"1,002,212"			"1,002,212"	0	6/4/2004 1:18:48.000000 PM	5/10/2012 5:08:50.489796 PM	Initial Load	DataBroker - CQ# 0777 04/17/2012	VAMC	MI
"1,000,178"			G.V. (SONNY) MONTGOMERY	586	JACKSON VAMC	"1,009,121"	"1,006,840"	1500 E. WOODROW WILSON			JACKSON	"1,009,328"		39216-5116	"1,006,840"	1500 E. WOODROW WILSON			JACKSON	"1,009,328"		39216-5116	"1,009,231"	1	"1,002,216"			"1,002,216"	0	6/4/2004 1:18:48.000000 PM	5/10/2012 5:08:50.493174 PM	Initial Load	DataBroker - CQ# 0777 04/17/2012	VAMC	MS
"1,000,503"			CARIBOU MAINE CBOC	402GA	CARIBOU MAINE CBOC	"1,009,121"	"1,006,840"	163 VAN BUREN RD #6			CARIBOU	"1,009,323"		04736-3567	"1,006,840"								"1,009,148"	0	"1,000,088"			"1,002,201"	0	6/4/2004 1:18:48.000000 PM	12/4/2012 2:30:43.140607 PM	Initial Load	DataBroker - CQ# 0800 10/17/2012	CBOC	ME
"1,000,504"			CALAIS MAINE CBOC	402GB	CALAIS MAINE CBOC	"1,009,121"	"1,006,840"	50 UNION STREET			CALAIS	"1,009,323"		04619-1839	"1,006,840"	1 VA CENTER			AUGUSTA	"1,009,323"		04619-1839	"1,009,148"	0	"1,000,088"			"1,002,201"	0	6/4/2004 1:18:48.000000 PM	4/12/2012 2:13:47.085667 PM	Initial Load	DataBroker - CQ# 0771 02/06/2012	CBOC	ME
"1,000,505"			RUMFORD MAINE CBOC	402GC	RUMFORD MAINE CBOC	"1,009,121"	"1,006,840"	431 FRANKLIN STREET			RUMFORD	"1,009,323"		04276-2100	"1,006,840"	431 FRANKLIN STREET			RUMFORD	"1,009,323"		04276-2100	"1,009,148"	0	"1,000,088"			"1,002,201"	0	6/4/2004 1:18:48.000000 PM	4/12/2012 2:13:47.088000 PM	Initial Load	DataBroker - CQ# 0771 02/06/2012	CBOC	ME
"1,000,506"			SACO MAINE CBOC	402GD	SACO MAINE CBOC	"1,009,121"	"1,006,840"	655 MAIN STREET			SACO	"1,009,323"		04072-1543	"1,006,840"	655 MAIN STREET			SACO	"1,009,323"		04072-1543	"1,009,148"	0	"1,000,088"			"1,002,201"	0	6/4/2004 1:18:48.000000 PM	4/12/2012 2:13:47.090267 PM	Initial Load	DataBroker - CQ# 0771 02/06/2012	CBOC	ME
"1,000,508"			BANGOR MAINE CBOC	402HB	BANGOR MAINE CBOC	"1,009,121"	"1,006,840"	35 STATE HOSPITAL DRIVE			BANGOR	"1,009,323"		04401-8816	"1,006,840"								"1,009,148"	0	"1,000,088"			"1,002,201"	0	6/4/2004 1:18:48.000000 PM	12/4/2012 2:30:43.144375 PM	Initial Load	DataBroker - CQ# 0800 10/17/2012	CBOC	ME
"1,000,509"			PORTLAND MAINE MH ORC	402HC	PORTLAND MAINE MH ORC	"1,009,121"	"1,006,840"	144 FORE ST #200			PORTLAND	"1,009,323"		04101-4843	"1,006,840"								"1,009,148"	0	"1,000,088"			"1,002,201"	0	6/4/2004 1:18:48.000000 PM	12/4/2012 2:30:43.148894 PM	Initial Load	DataBroker - CQ# 0800 10/17/2012	CBOC	ME
"1,000,514"			BENNINGTON VERMONT OUTREACH CLINIC	405GA	BENNINGTON CBOC	"1,009,121"	"1,006,840"	186 NORTH ST			BENNINGTON	"1,009,350"		05201-1874	"1,006,840"								"1,009,148"	0	"1,000,089"			"1,002,201"	0	6/4/2004 1:18:48.000000 PM	12/4/2012 2:30:43.152866 PM	Initial Load	DataBroker - CQ# 0800 10/17/2012	CBOC	VT
"1,000,515"			BURLINGTON LAKESIDE CBOC	405HA	BURLINGTON LAKESIDE CBOC	"1,009,121"	"1,006,840"	128 LAKESIDE AVE #260			BURLINGTON	"1,009,350"		05401-5911	"1,006,840"								"1,009,148"	0	"1,000,089"			"1,002,201"	0	6/4/2004 1:18:48.000000 PM	1/21/2014 12:34:40.295414 PM	Initial Load	DataBroker - CQ# 0889 01/06/2014	CBOC	VT
"1,000,517"			ST. JOHNSBURY VERMONT OUTREACH CLINIC	405HC	ST. JOHNSBURY CBOC	"1,009,121"	"1,006,840"	685 MEADOW ST #4			LITTLETON	"1,009,333"		03561-3629	"1,006,840"								"1,009,148"	0	"1,000,089"			"1,002,201"	0	6/4/2004 1:18:48.000000 PM	12/4/2012 2:30:43.162196 PM	Initial Load	DataBroker - CQ# 0800 10/17/2012	CBOC	NH
"1,000,519"			KEENE OUT REACH CENTER	405HE	KEENE CBOC	"1,009,121"	"1,006,840"	640 MARLBORO ST			KEENE	"1,009,333"		03431-4049	"1,006,840"								"1,009,148"	0	"1,000,089"			"1,002,201"	0	6/4/2004 1:18:48.000000 PM	12/4/2012 2:30:42.838522 PM	Initial Load	DataBroker - CQ# 0800 10/17/2012	CBOC	NH
"1,000,520"			RUTLAND VERMONT OUTREACH CLINIC	405HF	RUTLAND CBOC	"1,009,121"	"1,006,840"	232 WEST STREET			RUTLAND	"1,009,350"		05701-2850	"1,006,840"								"1,009,148"	0	"1,000,089"			"1,002,201"	0	6/4/2004 1:18:48.000000 PM	9/18/2013 12:27:27.764562 PM	Initial Load	DataBroker - CQ# 0871 09/09/2013	CBOC	VT
"1,000,599"			FAIRBANKS VA CLINIC	463GA	FAIRBANKS VA CLINIC	"1,009,121"	"1,006,840"	"4076 NEELY ROAD, ROOM 1J-101"			FT WAINWRIGHT	"1,009,302"		99703-8424	"1,006,840"								"1,009,148"	0	"1,000,105"			"1,002,220"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:39.880004 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	AK
"1,000,600"			KENAI VA CLINIC	463GB	KENAI VA CLINIC	"1,009,121"	"1,006,840"	11312 KENAI SPUR HWY #39			KENAI	"1,009,302"		99611-9106	"1,006,840"	11312 KENAI SPUR HWY #39			KENAI	"1,009,302"		99611-9106	"1,009,148"	0	"1,000,105"			"1,002,220"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:39.885224 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	AK
"1,000,624"			LAS VEGAS (CBOC)	501G2	LAS VEGAS (CBOC)	"1,009,121"	"1,006,840"	624 UNIVERSITY AVENUE			LAS VEGAS	"1,009,335"		87701-4278	"1,006,840"	624 UNIVERSITY AVENUE			LAS VEGAS	"1,009,335"		87701-4278	"1,009,148"	0	"1,000,108"			"1,002,218"	0	6/4/2004 1:18:48.000000 PM	4/12/2012 2:13:47.262921 PM	Initial Load	DataBroker - CQ# 0771 02/06/2012	CBOC	NM
"1,000,625"			ARTESIA VA CLINIC	501GA	ARTESIA VA CLINIC	"1,009,121"	"1,006,840"	2410 WEST MAIN ST			ARTESIA	"1,009,335"		88210-3716	"1,006,840"								"1,009,148"	0	"1,000,108"			"1,002,218"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:39.902717 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	NM
"1,000,626"			FARMINGTON VA CLINIC	501GB	FARMINGTON VA CLINIC	"1,009,121"	"1,006,840"	3605 ENGLISH ROAD			FARMINGTON	"1,009,335"		87402-8303	"1,006,840"								"1,009,148"	0	"1,000,108"			"1,002,218"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:39.909560 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	NM
"1,000,627"			SILVER CITY VA CLINIC	501GC	SILVER CITY VA CLINIC	"1,009,121"	"1,006,840"	2950 LESLIE ROAD			SILVER CITY	"1,009,335"		88061-7212	"1,006,840"								"1,009,148"	0	"1,000,108"			"1,002,218"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:39.915677 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	NM
"1,000,628"			GALLUP VA CLINIC	501GD	GALLUP VA CLINIC	"1,009,121"	"1,006,840"	2075 NM HWY 602			GALLUP	"1,009,335"		87301-9998	"1,006,840"	520 STATE HWY 564			GALLUP	"1,009,335"		87301-4873	"1,009,148"	0	"1,000,108"			"1,002,218"	0	6/4/2004 1:18:48.000000 PM	8/6/2015 2:37:04.915248 PM	Initial Load	DataBroker - CQ# 0932 07/08/2015	CBOC	NM
"1,000,629"			ESPANOLA (CBOC)	501GE	ESPANOLA (CBOC)	"1,009,121"	"1,006,840"	105 S. CORONADO ST SUITE B			ESPANOLA	"1,009,335"		87532-2725	"1,006,840"	105 S. CORONADO ST SUITE B			ESPANOLA	"1,009,335"		87532-2725	"1,009,148"	0	"1,000,108"			"1,002,218"	0	6/4/2004 1:18:48.000000 PM	4/12/2012 2:13:47.274900 PM	Initial Load	DataBroker - CQ# 0771 02/06/2012	CBOC	NM
"1,000,632"			TRUTH OR CONSEQUENCES (CBOC)	501GH	TRUTH OR CONSEQUENCES (CBOC)	"1,009,121"	"1,006,840"	1960 NORTH DATE STREET			TRUTH OR CONSEQUENCES	"1,009,335"		87901-3701	"1,006,840"	1960 NORTH DATE STREET			TRUTH OR CONSEQUENCES	"1,009,335"		87901-3701	"1,009,148"	0	"1,000,108"			"1,002,218"	0	6/4/2004 1:18:48.000000 PM	4/12/2012 2:13:47.277331 PM	Initial Load	DataBroker - CQ# 0771 02/06/2012	CBOC	NM
"1,000,633"			ALAMOGORDO VA CLINIC	501GI	ALAMOGORDO VA CLINIC	"1,009,121"	"1,006,840"	"3199 N. WHITE SANDS BLVD, SUITE #D10"			ALAMOGORDO	"1,009,335"		88310-6151	"1,006,840"								"1,009,148"	0	"1,000,108"			"1,002,218"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:39.921597 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	NM
"1,000,634"			DURANGO VA CLINIC	501GJ	DURANGO VA CLINIC	"1,009,121"	"1,006,840"	1970 E. THIRD AVE SUITE 102			DURANGO	"1,009,308"		81301-6805	"1,006,840"	1970 E. THIRD AVE SUITE 102			DURANGO	"1,009,308"		81301-6805	"1,009,148"	0	"1,000,108"			"1,002,218"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:39.927115 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	CO
"1,000,635"			SANTA FE VA CLINIC	501GK	SANTA FE VA CLINIC	"1,009,121"	"1,006,840"	5152 BECKNER ROAD			SANTA FE	"1,009,335"		87505-9998	"1,006,840"								"1,009,148"	0	"1,000,108"			"1,002,218"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:39.932638 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	NM
"1,000,637"			RATON (CBOC)	501HB	RATON CBOC	"1,009,121"	"1,006,840"	1493 WHITTIER ST			RATON	"1,009,335"		87740-9998	"1,006,840"								"1,009,148"	0	"1,000,108"			"1,002,218"	0	6/4/2004 1:18:48.000000 PM	11/3/2014 3:30:24.735062 PM	Initial Load	DataBroker - CQ# 0920 10/06/2014	CBOC	NM
"1,000,641"			JENNINGS CBOC	502GA	JENNINGS CBOC	"1,009,121"	"1,006,840"	1907 JOHNSON STREET			JENNINGS	"1,009,322"		70546-3627	"1,006,840"	1907 JOHNSON STREET			JENNINGS	"1,009,322"		70546-3627	"1,009,148"	0	"1,000,109"			"1,002,216"	0	6/4/2004 1:18:48.000000 PM	4/12/2012 2:13:47.291541 PM	Initial Load	DataBroker - CQ# 0771 02/06/2012	CBOC	LA
"1,000,642"			LAFAYETTE VA CLINIC	502GB	LAFAYETTE VA CLINIC	"1,009,121"	"1,006,840"	2100 JEFFERSON ST			LAFAYETTE	"1,009,322"		70501-5556	"1,006,840"	2100 JEFFERSON ST			LAFAYETTE	"1,009,322"		70501-5556	"1,009,148"	0	"1,000,109"			"1,002,216"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:39.944794 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	LA
"1,000,646"			JOHNSTOWN VA CLINIC	503GA	JOHNSTOWN VA CLINIC	"1,009,121"	"1,006,840"	598 GALLERIA DRIVE			JOHNSTOWN	"1,009,342"		15904-9998	"1,006,840"	1425 SCALP AVENUE			JOHNSTOWN	"1,009,342"		15904-3328	"1,009,148"	0	"1,000,110"			"1,002,204"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:39.963748 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	PA
"1,000,647"			DUBOIS CBOC	503GB	DUBOIS CBOC	"1,009,121"	"1,006,840"	5690 SHAFFER ROAD			DUBOIS	"1,009,342"		15801-3870	"1,006,840"								"1,009,148"	0	"1,000,110"			"1,002,204"	0	6/4/2004 1:18:48.000000 PM	4/15/2013 12:44:55.834228 PM	Initial Load	DataBroker - CQ# 0850 03/11/2013	CBOC	PA
"1,000,648"			STATE COLLEGE VA CLINIC	503GC	STATE COLLEGE VA CLINIC	"1,009,121"	"1,006,840"	2581 CLYDE AVE			STATE COLLEGE	"1,009,342"		16801-2755	"1,006,840"	3048 ENTERPRISE DRIVE			STATE COLLEGE	"1,009,342"		16801-2755	"1,009,148"	0	"1,000,110"			"1,002,204"	0	6/4/2004 1:18:48.000000 PM	3/27/2015 2:03:09.090353 PM	Initial Load	DataBroker - CQ# 0928 03/02/2015	CBOC	PA
"1,000,650"			LUBBOCK OUTPATIENT CLINIC	504BY	LUBBOCK	"1,009,121"	"1,006,840"	6104 AVENUE Q SOUTH DRIVE			LUBBOCK	"1,009,348"		79412-3700	"1,006,840"	6104 AVENUE Q SOUTH DRIVE			LUBBOCK	"1,009,348"		79412-3700	"1,009,197"	0	"1,000,111"			"1,002,217"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:14.786285 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	OPC	TX
"1,000,651"			CLOVIS OUTPATIENT CLINIC	504BZ	CLOVIS	"1,009,121"	"1,006,840"	921 EAST LLANO ESTACADO BLVD			CLOVIS	"1,009,335"		88101-3807	"1,006,840"	921 EAST LLANO ESTACADO BLVD			CLOVIS	"1,009,335"		88101-3807	"1,009,197"	0	"1,000,111"			"1,002,217"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:14.797175 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	OPC	NM
"1,000,653"			CHILDRESS OUTPATIENT CLINIC	504GA	CHILDRESS	"1,009,121"	"1,006,840"	1001 HWY 83 NORTH			CHILDRESS	"1,009,348"		79201-2322	"1,006,840"	1001 HWY 83 NORTH			CHILDRESS	"1,009,348"		79201-2322	"1,009,197"	0	"1,000,111"			"1,002,217"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:14.830373 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	OPC	TX
"1,000,655"			CLAYTON OUTPATIENT CLINIC	504HA	CLAYTON	"1,009,121"	"1,006,840"	301 HARDING			CLAYTON	"1,009,335"		88415-3321	"1,006,840"	301 HARDING			CLAYTON	"1,009,335"		88415-3321	"1,009,197"	0	"1,000,111"			"1,002,217"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:14.841115 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	OPC	NM
"1,000,656"			DALHART CBOC	504HB	DALHART CBOC	"1,009,121"	"1,006,840"	325 DENVER AVE			DALHART	"1,009,348"		79022-2711	"1,006,840"								"1,009,148"	0	"1,000,111"			"1,002,217"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:14.852267 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	CBOC	TX
"1,000,663"			TOLEDO VA CLINIC	506GA	TOLEDO VA CLINIC	"1,009,121"	"1,006,840"	1200 S. DETROIT AVE			TOLEDO	"1,009,339"		43614-2426	"1,006,840"								"1,009,148"	0	"1,000,113"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:14.896916 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	CBOC	OH
"1,000,664"			FLINT VA CLINIC	506GB	FLINT VA CLINIC	"1,009,121"	"1,006,840"	G2360 SOUTH LINDEN ROAD			FLINT	"1,009,326"		48532-3615	"1,006,840"						"1,011,292"		"1,009,148"	0	"1,000,113"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:14.908190 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	CBOC	MI
"1,000,665"			JACKSON CBOC	506GC	JACKSON MI CBOC	"1,009,121"	"1,006,840"	4328 PAGE AVE			MICHIGAN CENTER	"1,009,326"		49254-1077	"1,006,840"								"1,009,148"	0	"1,000,113"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:14.920502 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	CBOC	MI
"1,000,669"			ATLANTA VA CBOC	508GA	ATLANTA VA CBOC	"1,009,121"	"1,006,840"	"1701 HARDEE AVE, SW"			ATLANTA	"1,009,313"		30310-9998	"1,006,840"								"1,009,148"	0	"1,000,114"			"1,002,207"	0	6/4/2004 1:18:48.000000 PM	4/23/2014 12:28:07.747151 PM	Initial Load	DataBroker - CQ# 0901 04/02/2014	CBOC	GA
"1,000,673"			OAKWOOD VA CLINIC	508GE	OAKWOOD VA CLINIC	"1,009,121"	"1,006,840"	4175 TANNERS CREEK DR			FLOWERY BRANCH	"1,009,313"		30542-2816	"1,006,840"								"1,009,148"	0	"1,000,114"			"1,002,207"	0	6/4/2004 1:18:48.000000 PM	4/30/2015 12:21:26.957278 PM	Initial Load	DataBroker - CQ# 0929 04/01/2015	CBOC	GA
"1,000,674"			AUSTELL CBOC	508GF	AUSTELL CBOC	"1,009,121"	"1,006,840"	"2041 MESA VALLEY WAY, #185"			AUSTELL	"1,009,313"		30106-6828	"1,006,840"								"1,009,148"	0	"1,000,114"			"1,002,207"	0	6/4/2004 1:18:48.000000 PM	4/12/2012 2:13:47.331521 PM	Initial Load	DataBroker - CQ# 0771 02/06/2012	CBOC	GA
"1,000,675"			LAWRENCEVILLE CBOC	508GH	LAWRENCEVILLE CBOC	"1,009,121"	"1,006,840"	"455 PHILIP BLVD, SUITE #200"			LAWRENCEVILLE	"1,009,313"		30046-8767	"1,006,840"								"1,009,148"	0	"1,000,114"			"1,002,207"	0	6/4/2004 1:18:48.000000 PM	5/23/2013 11:53:35.107036 AM	Initial Load	DataBroker - CQ# 0857 5/6/2013	CBOC	GA
"1,000,679"			AUGUSTA VAMC - UPTOWN	509A0	AUGUSTA UPTOWN	"1,009,121"	"1,006,840"	1 FREEDOM WAY			AUGUSTA	"1,009,313"		30904-6285	"1,006,840"	1 FREEDOM WAY			AUGUSTA	"1,009,313"		30904-6285	"1,009,231"	0	"1,000,115"			"1,002,207"	0	6/4/2004 1:18:48.000000 PM	5/10/2012 5:08:50.755987 PM	Initial Load	DataBroker - CQ# 0777 04/17/2012	VAMC	GA
"1,000,685"	10/01/1995 00:00:00	12/31/1969 00:00:00	ZZ FORT HOWARD	512A4	ZZ FORT HOWARD	"1,009,121"	"1,006,840"				FT. HOWARD	"1,009,324"		21052									"1,009,231"	0		"1,000,163"			0	6/4/2004 1:18:48.000000 PM	10/16/2007 12:33:27.384904 PM	Initial Load	Cleanup For Inactive Rows	VAMC	MD
"1,000,693"	10/01/1995 00:00:00		CAMBRIDGE VA CLINIC	512GA	CAMBRIDGE VA CLINIC	"1,009,121"	"1,006,840"	830 CHESAPEAKE DR			CAMBRIDGE	"1,009,324"		21613-9408	"1,006,840"	830 CHESAPEAKE DR			CAMBRIDGE	"1,009,324"		21613-9408	"1,009,148"	0	"1,000,116"	"1,001,644"		"1,002,205"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:39.996520 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	MD
"1,000,695"			GLEN BURNIE VA CLINIC	512GC	GLEN BURNIE VA CLINIC	"1,009,121"	"1,006,840"	808 LANDMARK DR #128			GLEN BURNIE	"1,009,324"		21061-4983	"1,006,840"								"1,009,148"	0	"1,000,116"			"1,002,205"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:40.003269 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	MD
"1,000,915"			BELLEVUE CBOC	539GA	BELLEVUE	"1,009,121"	"1,006,840"	103 LANDMARK DR #3 FLOOR			BELLEVUE	"1,009,321"		41073-1393	"1,006,840"								"1,009,148"	0	"1,000,142"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	1/7/2013 2:59:45.310983 PM	Initial Load	DataBroker - CQ# 0830 12/12/2012	CBOC	KY
"1,000,916"			CINCINNATI (CLERMONT COUNTY)	539GB	CLERMONT	"1,009,121"	"1,006,840"	4600 BEECHWOOD RAD			CINCINNATI	"1,009,339"		45244-1809	"1,006,840"	3200 VINE STREET			CINCINNATI	"1,009,339"		45220-2213	"1,009,148"	0	"1,000,142"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	2/3/2012 10:18:06.821713 AM	Initial Load	DataBroker - CQ# 0768 01/17/2012	CBOC	OH
"1,000,917"			LAWRENCEBURG (DEARBORN COUNTY)	539GC	LAWRENCEBURG	"1,009,121"	"1,006,840"	1600 FLOSSIE DRIVE			GREENDALE	"1,009,318"		47025-8424	"1,006,840"	1600 FLOSSIE DRIVE			GREENDALE	"1,009,318"		47025-8424	"1,009,148"	0	"1,000,142"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	5/23/2013 11:53:35.134927 AM	Initial Load	DataBroker - CQ# 0857 5/6/2013	CBOC	IN
"1,000,920"			TUCKER COUNTY VA CLINIC	540GA	TUCKER COUNTY VA CLINIC	"1,009,121"	"1,006,840"	260 SPRUCE STREET			PARSONS	"1,009,354"		26287-1015	"1,006,840"								"1,009,148"	0	"1,000,143"			"1,002,205"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:15.181661 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	CBOC	WV
"1,000,921"			CLARKSBURG/WOOD	540GB	CLARKSBURG/WOOD	"1,009,121"	"1,006,840"	"2311 OHIO AVENUE, SUITE A"			PARKERSBURG	"1,009,354"		26101-2559	"1,006,840"	"2311 OHIO AVENUE, SUITE A"			PARKERSBURG	"1,009,354"		26101-2559	"1,009,148"	0	"1,000,143"			"1,002,205"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:15.188213 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	CBOC	WV
"1,000,922"			BRAXTON COUNTY VA CLINIC	540GC	BRAXTON COUNTY VA CLINIC	"1,009,121"	"1,006,840"	93 SKIDMORE LANE			SUTTON	"1,009,354"		26601-9327	"1,006,840"	93 SKIDMORE LANE			SUTTON	"1,009,354"		26601-9327	"1,009,148"	0	"1,000,143"			"1,002,205"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:15.195572 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	CBOC	WV
"1,000,927"			CANTON CBOC	541BY	CANTON CBOC	"1,009,121"	"1,006,840"	733 MARKET AVENUE S			CANTON	"1,009,339"		44702-2165	"1,006,840"	733 MARKET AVENUE S			CANTON	"1,009,339"		44702-2165	"1,009,148"	0	"1,000,144"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	2/3/2012 10:18:06.849776 AM	Initial Load	DataBroker - CQ# 0768 01/17/2012	CBOC	OH
"1,000,928"			YOUNGSTOWN CBOC	541BZ	YOUNGSTOWN CBOC	"1,009,121"	"1,006,840"	2031 BELMONT AVENUE			YOUNGSTOWN	"1,009,339"		44505-2401	"1,006,840"	2031 BELMONT AVENUE			YOUNGSTOWN	"1,009,339"		44505-2401	"1,009,148"	0	"1,000,144"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	2/3/2012 10:18:06.853023 AM	Initial Load	DataBroker - CQ# 0768 01/17/2012	CBOC	OH
"1,000,931"			LORAIN CBOC	541GB	LORAIN CBOC	"1,009,121"	"1,006,840"	205 WEST 20TH STREET			LORAIN	"1,009,339"		44052-3779	"1,006,840"	205 WEST 20TH STREET			LORAIN	"1,009,339"		44052-3779	"1,009,148"	0	"1,000,144"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	2/3/2012 10:18:06.856643 AM	Initial Load	DataBroker - CQ# 0768 01/17/2012	CBOC	OH
"1,000,932"			SANDUSKY CBOC	541GC	SANDUSKY CBOC	"1,009,121"	"1,006,840"	3416 COLUMBUS AVENUE			SANDUSKY	"1,009,339"		44870-5557	"1,006,840"	3416 COLUMBUS AVENUE			SANDUSKY	"1,009,339"		44870-5557	"1,009,148"	0	"1,000,144"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	2/3/2012 10:18:06.860101 AM	Initial Load	DataBroker - CQ# 0768 01/17/2012	CBOC	OH
